ward_code,ward_name,district_name,province_name
"22930","Phường Phú Trinh","Thành phố Phan Thiết","Tỉnh Bình Thuận"
"22945","Phường Lạc Đạo","Thành phố Phan Thiết","Tỉnh Bình Thuận"
"22951","Phường Bình Hưng","Thành phố Phan Thiết","Tỉnh Bình Thuận"
"05449","Phường Phan Đình Phùng","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05443","Phường Trưng Vương","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05437","Phường Túc Duyên","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05458","Phường Đồng Quang","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05446","Phường Quang Trung","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05440","Phường Hoàng Văn Thụ","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05452","Phường Tân Thịnh","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"07945","Phường Phong Châu","Thị xã Phú Thọ","Tỉnh Phú Thọ"
"07954","Xã Phú Hộ","Thị xã Phú Thọ","Tỉnh Phú Thọ"
"07963","Xã Hà Thạch","Thị xã Phú Thọ","Tỉnh Phú Thọ"
"07165","Phường Nam Hoà","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"07177","Phường Yên Hải","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"07183","Phường Phong Cốc","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"07171","Xã Cẩm La","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"19846","Phường Phong Hòa","Thị xã Phong Điền","Thành phố Huế"
"19831","Xã Phong Bình","Thị xã Phong Điền","Thành phố Huế"
"19837","Xã Phong Chương","Thị xã Phong Điền","Thành phố Huế"
"19828","Phường Phong Phú","Thị xã Phong Điền","Thành phố Huế"
"19825","Xã Phong Thạnh","Thị xã Phong Điền","Thành phố Huế"
"19843","Phường Phong Hải","Thị xã Phong Điền","Thành phố Huế"
"19879","Xã Quảng Công","Huyện Quảng Điền","Thành phố Huế"
"19873","Xã Quảng Ngạn","Huyện Quảng Điền","Thành phố Huế"
"19858","Phường Phong An","Thị xã Phong Điền","Thành phố Huế"
"19852","Phường Phong Hiền","Thị xã Phong Điền","Thành phố Huế"
"19864","Xã Phong Sơn","Thị xã Phong Điền","Thành phố Huế"
"19819","Phường Phong Thu","Thị xã Phong Điền","Thành phố Huế"
"19855","Xã Phong Mỹ","Thị xã Phong Điền","Thành phố Huế"
"19861","Xã Phong Xuân","Thị xã Phong Điền","Thành phố Huế"
"09388","Phường Châu Khê","Thành phố Từ Sơn","Tỉnh Bắc Ninh"
"09373","Phường Hương Mạc","Thành phố Từ Sơn","Tỉnh Bắc Ninh"
"09379","Phường Phù Khê","Thành phố Từ Sơn","Tỉnh Bắc Ninh"
"11449","Phường Bắc Hà","Quận Kiến An","Thành phố Hải Phòng"
"11440","Phường Ngọc Sơn","Quận Kiến An","Thành phố Hải Phòng"
"11446","Phường Văn Đẩu","Quận Kiến An","Thành phố Hải Phòng"
"11437","Phường Nam Sơn","Quận Kiến An","Thành phố Hải Phòng"
"13291","Phường Lê Hồng Phong","Thành phố Phủ Lý","Tỉnh Hà Nam"
"13426","Xã Kim Bình","Thành phố Phủ Lý","Tỉnh Hà Nam"
"13306","Xã Phù Vân","Thành phố Phủ Lý","Tỉnh Hà Nam"
"25855","Xã Phú An","Thành phố Bến Cát","Tỉnh Bình Dương"
"25765","Phường Tân An","Thành phố Thủ Dầu Một","Tỉnh Bình Dương"
"25768","Phường Hiệp An","Thành phố Thủ Dầu Một","Tỉnh Bình Dương"
"19960","Phường Phú Bài","Thị xã Hương Thủy","Thành phố Huế"
"19987","Xã Thủy Phù","Thị xã Hương Thủy","Thành phố Huế"
"19990","Xã Phú Sơn","Thị xã Hương Thủy","Thành phố Huế"
"19993","Xã Dương Hòa","Thị xã Hương Thủy","Thành phố Huế"
"00619","Phường Phú Diễn","Quận Bắc Từ Liêm","Thành phố Hà Nội"
"00620","Phường Phúc Diễn","Quận Bắc Từ Liêm","Thành phố Hà Nội"
"00163","Phường Mai Dịch","Quận Cầu Giấy","Thành phố Hà Nội"
"28756","Phường Phú Khương","Thành phố Bến Tre","Tỉnh Bến Tre"
"28759","Phường 8","Thành phố Bến Tre","Tỉnh Bến Tre"
"28786","Xã Phú Hưng","Thành phố Bến Tre","Tỉnh Bến Tre"
"28795","Xã Nhơn Thạnh","Thành phố Bến Tre","Tỉnh Bến Tre"
"27358","Phường 12","Quận 6","Thành phố Hồ Chí Minh"
"27349","Phường 13","Quận 6","Thành phố Hồ Chí Minh"
"27346","Phường 14","Quận 6","Thành phố Hồ Chí Minh"
"09568","Phường Phú Lãm","Quận Hà Đông","Thành phố Hà Nội"
"09571","Phường Phú Lương","Quận Hà Đông","Thành phố Hà Nội"
"25744","Phường Phú Lợi","Thành phố Thủ Dầu Một","Tỉnh Bình Dương"
"25750","Phường Phú Hòa","Thành phố Thủ Dầu Một","Tỉnh Bình Dương"
"25741","Phường Hiệp Thành","Thành phố Thủ Dầu Một","Tỉnh Bình Dương"
"31522","Phường 1","Thành phố Sóc Trăng","Tỉnh Sóc Trăng"
"31510","Phường 2","Thành phố Sóc Trăng","Tỉnh Sóc Trăng"
"31519","Phường 3","Thành phố Sóc Trăng","Tỉnh Sóc Trăng"
"31516","Phường 4","Thành phố Sóc Trăng","Tỉnh Sóc Trăng"
"26719","Phường Mỹ Xuân","Thành phố Phú Mỹ","Tỉnh Bà Rịa - Vũng Tàu"
"26704","Phường Phú Mỹ","Thành phố Phú Mỹ","Tỉnh Bà Rịa - Vũng Tàu"
"27064","Phường 8","Quận Phú Nhuận","Thành phố Hồ Chí Minh"
"27070","Phường 10","Quận Phú Nhuận","Thành phố Hồ Chí Minh"
"27073","Phường 11","Quận Phú Nhuận","Thành phố Hồ Chí Minh"
"27085","Phường 13","Quận Phú Nhuận","Thành phố Hồ Chí Minh"
"27484","Phường Phú Thuận","Quận 7","Thành phố Hồ Chí Minh"
"00091","Phường Phú Thượng","Quận Tây Hồ","Thành phố Hà Nội"
"27028","Phường Phú Thạnh","Quận Tân Phú","Thành phố Hồ Chí Minh"
"27037","Phường Hiệp Tân","Quận Tân Phú","Thành phố Hồ Chí Minh"
"27040","Phường Tân Thới Hòa","Quận Tân Phú","Thành phố Hồ Chí Minh"
"27226","Phường 11","Quận 11","Thành phố Hồ Chí Minh"
"27208","Phường 15","Quận 11","Thành phố Hồ Chí Minh"
"07942","Phường Hùng Vương","Thị xã Phú Thọ","Tỉnh Phú Thọ"
"07957","Xã Văn Lung","Thị xã Phú Thọ","Tỉnh Phú Thọ"
"07951","Xã Hà Lộc","Thị xã Phú Thọ","Tỉnh Phú Thọ"
"27025","Phường Phú Thọ Hòa","Quận Tân Phú","Thành phố Hồ Chí Minh"
"27022","Phường Tân Thành","Quận Tân Phú","Thành phố Hồ Chí Minh"
"22921","Phường Phú Hài","Thành phố Phan Thiết","Tỉnh Bình Thuận"
"22924","Phường Phú Thủy","Thành phố Phan Thiết","Tỉnh Bình Thuận"
"22936","Phường Thanh Hải","Thành phố Phan Thiết","Tỉnh Bình Thuận"
"28757","Phường Phú Tân","Thành phố Bến Tre","Tỉnh Bến Tre"
"28858","Xã Hữu Định","Huyện Châu Thành","Tỉnh Bến Tre"
"28846","Xã Phước Thạnh","Huyện Châu Thành","Tỉnh Bến Tre"
"19756","Phường Gia Hội","Quận Phú Xuân","Thành phố Huế"
"19759","Phường Phú Hậu","Quận Phú Xuân","Thành phố Huế"
"19750","Phường Tây Lộc","Quận Phú Xuân","Thành phố Huế"
"19753","Phường Thuận Lộc","Quận Phú Xuân","Thành phố Huế"
"19762","Phường Thuận Hòa","Quận Phú Xuân","Thành phố Huế"
"19768","Phường Đông Ba","Quận Phú Xuân","Thành phố Huế"
"22040","Phường Phú Thạnh","Thành phố Tuy Hoà","Tỉnh Phú Yên"
"22041","Phường Phú Đông","Thành phố Tuy Hoà","Tỉnh Phú Yên"
"22240","Phường Phú Lâm","Thành phố Tuy Hoà","Tỉnh Phú Yên"
"22243","Xã Hòa Thành","Thị xã Đông Hòa","Tỉnh Phú Yên"
"27415","Phường Xóm Củi","Quận 8","Thành phố Hồ Chí Minh"
"27421","Phường 14","Quận 8","Thành phố Hồ Chí Minh"
"27427","Phường 15","Quận 8","Thành phố Hồ Chí Minh"
"27430","Phường 16","Quận 8","Thành phố Hồ Chí Minh"
"00136","Phường Phúc Lợi","Quận Long Biên","Thành phố Hà Nội"
"00151","Phường Phúc Đồng","Quận Long Biên","Thành phố Hà Nội"
"05872","Xã Minh Đức","Thành phố Phổ Yên","Tỉnh Thái Nguyên"
"05857","Phường Bắc Sơn","Thành phố Phổ Yên","Tỉnh Thái Nguyên"
"05866","Xã Phúc Thuận","Thành phố Phổ Yên","Tỉnh Thái Nguyên"
"08740","Phường Hai Bà Trưng","Thành phố Phúc Yên","Tỉnh Vĩnh Phúc"
"08743","Phường Phúc Thắng","Thành phố Phúc Yên","Tỉnh Vĩnh Phúc"
"08737","Phường Hùng Vương","Thành phố Phúc Yên","Tỉnh Vĩnh Phúc"
"08758","Phường Tiền Châu","Thành phố Phúc Yên","Tỉnh Vĩnh Phúc"
"08755","Phường Nam Viêm","Thành phố Phúc Yên","Tỉnh Vĩnh Phúc"
"09280","Phường Phượng Mao","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"09265","Phường Phương Liễu","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"00352","Phường Khương Mai","Quận Thanh Xuân","Thành phố Hà Nội"
"00358","Phường Phương Liệt","Quận Thanh Xuân","Thành phố Hà Nội"
"25244","Xã Bình Sơn","Huyện Phú Riềng","Tỉnh Bình Phước"
"25245","Xã Long Giang","Thị xã Phước Long","Tỉnh Bình Phước"
"25220","Phường Long Phước","Thị xã Phước Long","Tỉnh Bình Phước"
"25219","Phường Phước Bình","Thị xã Phước Long","Tỉnh Bình Phước"
"23231","Phường Phước Hội","Thị xã La Gi","Tỉnh Bình Thuận"
"23232","Phường Phước Lộc","Thị xã La Gi","Tỉnh Bình Thuận"
"23268","Xã Tân Phước","Thị xã La Gi","Tỉnh Bình Thuận"
"25217","Phường Long Thủy","Thị xã Phước Long","Tỉnh Bình Phước"
"25216","Phường Thác Mơ","Thị xã Phước Long","Tỉnh Bình Phước"
"25237","Phường Sơn Giang","Thị xã Phước Long","Tỉnh Bình Phước"
"25249","Xã Phước Tín","Thị xã Phước Long","Tỉnh Bình Phước"
"26863","Phường Phước Bình","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"26851","Phường Phước Long A","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"26848","Phường Phước Long B","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"26539","Phường 11","Thành phố Vũng Tàu","Tỉnh Bà Rịa - Vũng Tàu"
"26542","Phường 12","Thành phố Vũng Tàu","Tỉnh Bà Rịa - Vũng Tàu"
"31165","Phường Trường Lạc","Quận Ô Môn","Thành phố Cần Thơ"
"31162","Phường Phước Thới","Quận Ô Môn","Thành phố Cần Thơ"
"26377","Phường Phước Tân","Thành phố Biên Hòa","Tỉnh Đồng Nai"
"07576","Xã Quý Sơn","Thị xã Chũ","Tỉnh Bắc Giang"
"07600","Xã Mỹ An","Thị xã Chũ","Tỉnh Bắc Giang"
"07612","Phường Phượng Sơn","Thị xã Chũ","Tỉnh Bắc Giang"
"10693","Phường Phạm Thái","Thị xã Kinh Môn","Tỉnh Hải Dương"
"10723","Phường An Sinh","Thị xã Kinh Môn","Tỉnh Hải Dương"
"10726","Phường Hiệp Sơn","Thị xã Kinh Môn","Tỉnh Hải Dương"
"11956","Phường An Tảo","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"11959","Phường Lê Lợi","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"11953","Phường Hiến Nam","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"11962","Phường Minh Khai","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"11971","Xã Trung Nghĩa","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"11974","Xã Liên Phương","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"05860","Phường Ba Hàng","Thành phố Phổ Yên","Tỉnh Thái Nguyên"
"05869","Phường Hồng Tiến","Thành phố Phổ Yên","Tỉnh Thái Nguyên"
"05854","Phường Bãi Bông","Thành phố Phổ Yên","Tỉnh Thái Nguyên"
"05875","Phường Đắc Sơn","Thành phố Phổ Yên","Tỉnh Thái Nguyên"
"13294","Phường Châu Cầu","Thành phố Phủ Lý","Tỉnh Hà Nam"
"13315","Phường Thanh Châu","Thành phố Phủ Lý","Tỉnh Hà Nam"
"13309","Phường Liêm Chính","Thành phố Phủ Lý","Tỉnh Hà Nam"
"13285","Phường Quang Trung","Thành phố Phủ Lý","Tỉnh Hà Nam"
"23575","Phường Tây Sơn","Thành phố Pleiku","Tỉnh Gia Lai"
"23566","Phường Hội Thương","Thành phố Pleiku","Tỉnh Gia Lai"
"23572","Phường Hoa Lư","Thành phố Pleiku","Tỉnh Gia Lai"
"23570","Phường Phù Đổng","Thành phố Pleiku","Tỉnh Gia Lai"
"23596","Xã Trà Đa","Thành phố Pleiku","Tỉnh Gia Lai"
"05431","Phường Quán Triều","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05482","Phường Tân Long","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05434","Phường Quang Vinh","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05653","Xã Sơn Cẩm","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"06778","Phường Quang Hanh","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"06787","Phường Cẩm Thạch","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"06784","Phường Cẩm Thủy","Thành phố Cẩm Phả","Tỉnh Quảng Ninh"
"14809","Phường Bắc Sơn","Thị xã Bỉm Sơn","Tỉnh Thanh Hóa"
"14818","Phường Ngọc Trạo","Thị xã Bỉm Sơn","Tỉnh Thanh Hóa"
"14823","Phường Phú Sơn","Thị xã Bỉm Sơn","Tỉnh Thanh Hóa"
"14824","Xã Quang Trung","Thị xã Bỉm Sơn","Tỉnh Thanh Hóa"
"21562","Phường Hải Cảng","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21583","Phường Thị Nại","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21580","Phường Trần Phú","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21556","Phường Đống Đa","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21559","Phường Trần Quang Diệu","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21553","Phường Nhơn Phú","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21577","Phường Ngô Mây","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21592","Phường Nguyễn Văn Cừ","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21565","Phường Quang Trung","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21595","Phường Ghềnh Ráng","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21589","Phường Bùi Thị Xuân","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21991","Xã Phước Mỹ","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21601","Xã Nhơn Hội","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21598","Xã Nhơn Lý","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21604","Xã Nhơn Hải","Thành phố Quy Nhơn","Tỉnh Bình Định"
"21550","Phường Nhơn Bình","Thành phố Quy Nhơn","Tỉnh Bình Định"
"05455","Phường Thịnh Đán","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05491","Xã Quyết Thắng","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"05485","Xã Phúc Hà","Thành phố Thái Nguyên","Tỉnh Thái Nguyên"
"14800","Phường Quảng Hưng","Thành phố Thanh Hóa","Tỉnh Thanh Hóa"
"16522","Phường Quảng Phú","Thành phố Thanh Hóa","Tỉnh Thanh Hóa"
"16525","Phường Quảng Tâm","Thành phố Thanh Hóa","Tỉnh Thanh Hóa"
"14806","Phường Quảng Thành","Thành phố Thanh Hóa","Tỉnh Thanh Hóa"
"16459","Phường Quảng Đông","Thành phố Thanh Hóa","Tỉnh Thanh Hóa"
"16441","Phường Quảng Thịnh","Thành phố Thanh Hóa","Tỉnh Thanh Hóa"
"16507","Phường Quảng Cát","Thành phố Thanh Hóa","Tỉnh Thanh Hóa"
"20359","Xã Tam Thanh","Thành phố Tam Kỳ","Tỉnh Quảng Nam"
"20371","Xã Tam Phú","Thành phố Tam Kỳ","Tỉnh Quảng Nam"
"20356","Phường An Phú","Thành phố Tam Kỳ","Tỉnh Quảng Nam"
"19357","Phường 1","Thị xã Quảng Trị","Tỉnh Quảng Trị"
"19360","Phường 2","Thị xã Quảng Trị","Tỉnh Quảng Trị"
"19361","Phường 3","Thị xã Quảng Trị","Tỉnh Quảng Trị"
"19358","Phường An Đôn","Thị xã Quảng Trị","Tỉnh Quảng Trị"
"19705","Xã Hải Lệ","Thị xã Quảng Trị","Tỉnh Quảng Trị"
"07132","Phường Quảng Yên","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"07162","Phường Yên Giang","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"07153","Xã Tiền An","Thị xã Quảng Yên","Tỉnh Quảng Ninh"
"09247","Phường Phố Mới","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"09262","Phường Bằng An","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"09283","Phường Việt Hùng","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"09268","Phường Quế Tân","Thị xã Quế Võ","Tỉnh Bắc Ninh"
"17125","Phường Mai Hùng","Thị xã Hoàng Mai","Tỉnh Nghệ An"
"17137","Xã Quỳnh Liên","Thị xã Hoàng Mai","Tỉnh Nghệ An"
"17134","Phường Quỳnh Phương","Thị xã Hoàng Mai","Tỉnh Nghệ An"
"17131","Phường Quỳnh Xuân","Thị xã Hoàng Mai","Tỉnh Nghệ An"
"26536","Phường 10","Thành phố Vũng Tàu","Tỉnh Bà Rịa - Vũng Tàu"
"26533","Phường Thắng Nhất","Thành phố Vũng Tàu","Tỉnh Bà Rịa - Vũng Tàu"
"26535","Phường Rạch Dừa","Thành phố Vũng Tàu","Tỉnh Bà Rịa - Vũng Tàu"
"30736","Phường Vĩnh Quang","Thành phố Rạch Giá","Tỉnh Kiên Giang"
"30733","Phường Vĩnh Thanh","Thành phố Rạch Giá","Tỉnh Kiên Giang"
"30742","Phường Vĩnh Thanh Vân","Thành phố Rạch Giá","Tỉnh Kiên Giang"
"30745","Phường Vĩnh Lạc","Thành phố Rạch Giá","Tỉnh Kiên Giang"
"30748","Phường An Hòa","Thành phố Rạch Giá","Tỉnh Kiên Giang"
"30739","Phường Vĩnh Hiệp","Thành phố Rạch Giá","Tỉnh Kiên Giang"
"30751","Phường An Bình","Thành phố Rạch Giá","Tỉnh Kiên Giang"
"30754","Phường Rạch Sỏi","Thành phố Rạch Giá","Tỉnh Kiên Giang"
"30757","Phường Vĩnh Lợi","Thành phố Rạch Giá","Tỉnh Kiên Giang"
"21478","Phường Phổ Thạnh","Thị xã Đức Phổ","Tỉnh Quảng Ngãi"
"21481","Xã Phổ Châu","Thị xã Đức Phổ","Tỉnh Quảng Ngãi"
"03016","Phường Hàm Rồng","Thị xã Sa Pa","Tỉnh Lào Cai"
"03003","Phường Ô Quý Hồ","Thị xã Sa Pa","Tỉnh Lào Cai"
"03002","Phường Sa Pả","Thị xã Sa Pa","Tỉnh Lào Cai"
"03028","Phường Cầu Mây","Thị xã Sa Pa","Tỉnh Lào Cai"
"03006","Phường Phan Si Păng","Thị xã Sa Pa","Tỉnh Lào Cai"
"03001","Phường Sa Pa","Thị xã Sa Pa","Tỉnh Lào Cai"
"29905","Phường 1","Thành phố Sa Đéc","Tỉnh Đồng Tháp"
"29911","Phường 2","Thành phố Sa Đéc","Tỉnh Đồng Tháp"
"29902","Phường 3","Thành phố Sa Đéc","Tỉnh Đồng Tháp"
"29908","Phường 4","Thành phố Sa Đéc","Tỉnh Đồng Tháp"
"29919","Phường An Hoà","Thành phố Sa Đéc","Tỉnh Đồng Tháp"
"29917","Phường Tân Quy Đông","Thành phố Sa Đéc","Tỉnh Đồng Tháp"
"29914","Xã Tân Khánh Đông","Thành phố Sa Đéc","Tỉnh Đồng Tháp"
"29920","Xã Tân Quy Tây","Thành phố Sa Đéc","Tỉnh Đồng Tháp"
"09433","Phường Xuân Lâm","Thị xã Thuận Thành","Tỉnh Bắc Ninh"
"09436","Phường Hà Mãn","Thị xã Thuận Thành","Tỉnh Bắc Ninh"
"09439","Xã Ngũ Thái","Thị xã Thuận Thành","Tỉnh Bắc Ninh"
"09451","Xã Song Liễu","Thị xã Thuận Thành","Tỉnh Bắc Ninh"
"26740","Phường Bến Nghé","Quận 1","Thành phố Hồ Chí Minh"
"31498","Phường 5","Thành phố Sóc Trăng","Tỉnh Sóc Trăng"
"31507","Phường 6","Thành phố Sóc Trăng","Tỉnh Sóc Trăng"
"31501","Phường 7","Thành phố Sóc Trăng","Tỉnh Sóc Trăng"
"31504","Phường 8","Thành phố Sóc Trăng","Tỉnh Sóc Trăng"
"05518","Phường Thắng Lợi","Thành phố Sông Công","Tỉnh Thái Nguyên"
"05521","Phường Phố Cò","Thành phố Sông Công","Tỉnh Thái Nguyên"
"05515","Phường Cải Đan","Thành phố Sông Công","Tỉnh Thái Nguyên"
"22051","Phường Xuân Phú","Thị xã Sông Cầu","Tỉnh Phú Yên"
"22069","Xã Xuân Thịnh","Thị xã Sông Cầu","Tỉnh Phú Yên"
"22072","Xã Xuân Phương","Thị xã Sông Cầu","Tỉnh Phú Yên"
"22073","Phường Xuân Yên","Thị xã Sông Cầu","Tỉnh Phú Yên"
"18754","Phường Hưng Trí","Thị xã Kỳ Anh","Tỉnh Hà Tĩnh"
"18820","Phường Kỳ Trinh","Thị xã Kỳ Anh","Tỉnh Hà Tĩnh"
"18811","Xã Kỳ Châu","Huyện Kỳ Anh","Tỉnh Hà Tĩnh"
"12331","Xã Phú Cường","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"12334","Xã Hùng Cường","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"11983","Xã Bảo Khê","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"11950","Phường Lam Sơn","Thành phố Hưng Yên","Tỉnh Hưng Yên"
"28309","Phường Long Hưng","Thành phố Gò Công","Tỉnh Tiền Giang"
"28729","Xã Tân Trung","Thành phố Gò Công","Tỉnh Tiền Giang"
"28708","Xã Bình Đông","Thành phố Gò Công","Tỉnh Tiền Giang"
"20263","Phường Thọ Quang","Quận Sơn Trà","Thành phố Đà Nẵng"
"20266","Phường Nại Hiên Đông","Quận Sơn Trà","Thành phố Đà Nẵng"
"20269","Phường Mân Thái","Quận Sơn Trà","Thành phố Đà Nẵng"
"09577","Phường Phú Thịnh","Thị xã Sơn Tây","Thành phố Hà Nội"
"09574","Phường Ngô Quyền","Thị xã Sơn Tây","Thành phố Hà Nội"
"09595","Phường Viên Sơn","Thị xã Sơn Tây","Thành phố Hà Nội"
"09592","Xã Đường Lâm","Thị xã Sơn Tây","Thành phố Hà Nội"
"09601","Phường Trung Hưng","Thị xã Sơn Tây","Thành phố Hà Nội"
"09586","Phường Sơn Lộc","Thị xã Sơn Tây","Thành phố Hà Nội"
"28762","Phường 6","Thành phố Bến Tre","Tỉnh Bến Tre"
"28783","Xã Sơn Đông","Thành phố Bến Tre","Tỉnh Bến Tre"
"28831","Xã Tam Phước","Huyện Châu Thành","Tỉnh Bến Tre"
"14842","Phường Quảng Tiến","Thành phố Sầm Sơn","Tỉnh Thanh Hóa"
"14839","Phường Quảng Cư","Thành phố Sầm Sơn","Tỉnh Thanh Hóa"
"14830","Phường Trung Sơn","Thành phố Sầm Sơn","Tỉnh Thanh Hóa"
"14833","Phường Bắc Sơn","Thành phố Sầm Sơn","Tỉnh Thanh Hóa"
"14836","Phường Trường Sơn","Thành phố Sầm Sơn","Tỉnh Thanh Hóa"
"16531","Phường Quảng Châu","Thành phố Sầm Sơn","Tỉnh Thanh Hóa"
"16528","Phường Quảng Thọ","Thành phố Sầm Sơn","Tỉnh Thanh Hóa"
"26797","Phường Bình Chiểu","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"26803","Phường Tam Bình","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"26806","Phường Tam Phú","Thành phố Thủ Đức","Thành phố Hồ Chí Minh"
"13429","Phường Ba Sao","Thị xã Kim Bảng","Tỉnh Hà Nam"
"13420","Xã Khả Phong","Thị xã Kim Bảng","Tỉnh Hà Nam"
"13414","Xã Thụy Lôi","Thị xã Kim Bảng","Tỉnh Hà Nam"
"26008","Phường Tân Hiệp","Thành phố Biên Hòa","Tỉnh Đồng Nai"
"26014","Phường Tân Mai","Thành phố Biên Hòa","Tỉnh Đồng Nai"
"26017","Phường Tam Hiệp","Thành phố Biên Hòa","Tỉnh Đồng Nai"
"26047","Phường Bình Đa","Thành phố Biên Hòa","Tỉnh Đồng Nai"
"20341","Phường An Mỹ","Thành phố Tam Kỳ","Tỉnh Quảng Nam"
"20347","Phường An Xuân","Thành phố Tam Kỳ","Tỉnh Quảng Nam"
"20353","Phường Trường Xuân","Thành phố Tam Kỳ","Tỉnh Quảng Nam"
"26558","Phường Long Tâm","Thành phố Bà Rịa","Tỉnh Bà Rịa - Vũng Tàu"
"26572","Xã Hoà Long","Thành phố Bà Rịa","Tỉnh Bà Rịa - Vũng Tàu"
"26569","Xã Long Phước","Thành phố Bà Rịa","Tỉnh Bà Rịa - Vũng Tàu"
"26374","Phường Tam Phước","Thành phố Biên Hòa","Tỉnh Đồng Nai"
"21637","Phường Tam Quan","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"21649","Xã Hoài Châu","Thị xã Hoài Nhơn","Tỉnh Bình Định"
"09376","Phường Tương Giang","Thành phố Từ Sơn","Tỉnh Bắc Ninh"
"09370","Phường Tam Sơn","Thành phố Từ Sơn","Tỉnh Bắc Ninh"
"05974","Phường Tam Thanh","Thành phố Lạng Sơn","Tỉnh Lạng Sơn"
"05986","Xã Hoàng Đồng","Thành phố Lạng Sơn","Tỉnh Lạng Sơn"
"26524","Phường 7","Thành phố Vũng Tàu","Tỉnh Bà Rịa - Vũng Tàu"
"26527","Phường 8","Thành phố Vũng Tàu","Tỉnh Bà Rịa - Vũng Tàu"
"26530","Phường 9","Thành phố Vũng Tàu","Tỉnh Bà Rịa - Vũng Tàu"
"26526","Phường Nguyễn An Ninh","Thành phố Vũng Tàu","Tỉnh Bà Rịa - Vũng Tàu"
"14362","Phường Bắc Sơn","Thành phố Tam Điệp","Tỉnh Ninh Bình"
"14369","Phường Tây Sơn","Thành phố Tam Điệp","Tỉnh Ninh Bình"
"14377","Xã Quang Sơn","Thành phố Tam Điệp","Tỉnh Ninh Bình"
"28436","Phường 2","Thị xã Cai Lậy","Tỉnh Tiền Giang"
"28462","Xã Tân Bình","Thị xã Cai Lậy","Tỉnh Tiền Giang"
"28480","Xã Thanh Hòa","Thị xã Cai Lậy","Tỉnh Tiền Giang"
"20209","Phường Xuân Hà","Quận Thanh Khê","Thành phố Đà Nẵng"
"20206","Phường Thanh Khê Tây","Quận Thanh Khê","Thành phố Đà Nẵng"
"20207","Phường Thanh Khê Đông","Quận Thanh Khê","Thành phố Đà Nẵng"
"20215","Phường Chính Gián","Quận Thanh Khê","Thành phố Đà Nẵng"
"20218","Phường Thạc Gián","Quận Thanh Khê","Thành phố Đà Nẵng"
